23 	600431	0.00576414	470181	730599	0.00451374	0.00701375	0.0116417	1e-05	-2.27374e-13	1e-08	4.4929	0.0001	0	1e-08	6.25334	0.0001
23 	599666	0.00575679	469627	730318	0.00450842	0.00701105	0.291689	0.0001	-2.27374e-13	1e-08	18.947	0.001	0	1e-08	21.3451	0.001
23 	600525	0.00576504	470357	731372	0.00451543	0.00702117	7.70267	0.001	0.102597	0.0001	0.259673	0.0001	1.48467	0.001	0.282836	0.0001
23 	601079	0.00577036	470705	731492	0.00451877	0.00702232	0.809346	0.0001	1.5833	0.0001	0	1e-08	2.7925	0.0001	0	1e-08
23 	599618	0.00575633	469972	729837	0.00451173	0.00700644	9.40785	0.001	-2.27374e-13	1e-08	0.162425	0.0001	0	1e-08	13.7216	0.001
23 	600680	0.00576653	470486	731029	0.00451667	0.00701788	7.67638	0.001	5.48339	0.001	0	1e-08	11.2177	0.001	1.35338	0.001
23 	599503	0.00575523	469278	729879	0.00450507	0.00700684	0.0887509	0.0001	0	1e-08	0.392464	0.0001	0	1e-08	2.54296	0.001
23 	599049	0.00575087	468182	729278	0.00449455	0.00700107	17.4999	0.001	1.18118	0.0001	1.22361	0.0001	7.2388	0.001	9.22513	0.001
23 	601574	0.00577511	471407	732006	0.00452551	0.00702726	9.72564	0.001	-2.27374e-13	1e-08	4.91291	0.001	0	1e-08	12.0771	0.001
23 	600783	0.00576752	470632	731052	0.00451807	0.0070181	1.28441	0.0001	-4.54747e-13	1e-08	3.27547	0.0001	0	1e-08	3.52886	0.0001
23 	600857	0.00576823	470421	730990	0.00451604	0.0070175	17.1963	0.001	0.140314	0.0001	9.22916	0.001	6.80061	0.001	43.6714	0.01
23 	600088	0.00576084	470056	730272	0.00451254	0.00701061	1.13687e-12	1e-06	1.02656	1e-05	0.442608	1e-05	0.78206	1e-05	0	1e-08
23 	601953	0.00577875	471598	731912	0.00452734	0.00702636	0	1e-08	0	1e-08	0.0552563	0.0001	0	1e-08	0.0546168	0.0001
23 	601646	0.0057758	472936	731866	0.00454019	0.00702591	53.0151	0.01	2.42993	0.001	13.633	0.001	15.0346	0.001	68.4208	0.01
23 	600232	0.00576223	469974	730394	0.00451175	0.00701178	30.0389	0.01	5.96669	0.001	6.43553	0.001	15.7793	0.001	17.1947	0.001
23 	601673	0.00577606	471031	732297	0.0045219	0.00703005	2.27374e-13	1e-08	2.27374e-13	1e-08	2.82623	0.0001	0	1e-08	2.27858	0.0001
23 	600389	0.00576373	470209	730438	0.00451401	0.0070122	7.6605	0.001	1.42586	0.0001	1.26966	0.0001	2.97935	0.0001	2.92966	0.0001
23 	600274	0.00576263	470137	730198	0.00451332	0.0070099	-2.27374e-13	1e-08	0	1e-08	0.693644	0.0001	0	1e-08	1.04732	0.0001
23 	600105	0.00576101	469949	730431	0.00451151	0.00701214	13.2643	0.001	-2.27374e-13	1e-08	15.8844	0.001	0.317589	0.0001	20.4094	0.001
23 	599312	0.0057534	469187	729513	0.0045042	0.00700332	0	1e-08	0	1e-08	0	1e-08	0	1e-08	6.43701	0.01
23 	602392	0.00578296	472067	732535	0.00453184	0.00703234	0.503888	0.0001	0.345095	0.0001	-2.27374e-13	1e-08	0.65733	0.0001	0.138501	0.0001
23 	600273	0.00576262	470357	730423	0.00451543	0.00701206	3.71418	0.001	-2.27374e-13	1e-08	7.35419	0.001	0	1e-08	9.99454	0.001
23 	600791	0.00576759	470545	731172	0.00451723	0.00701925	13.2259	0.01	0.1828	1e-05	5.9913e-10	1e-06	0	1e-08	66.5171	0.01
23 	600780	0.00576749	470908	730871	0.00452072	0.00701636	-4.54747e-13	1e-08	0.131073	0.0001	0	1e-08	0.0224871	0.0001	0	1e-08
23 	600260	0.0057625	470030	730830	0.00451229	0.00701597	6.78045	0.001	5.99357	0.001	2.3383	0.001	12.2718	0.001	10.6928	0.001
23 	599115	0.0057515	468938	729645	0.0045018	0.00700459	2.36928	0.001	-4.54747e-13	1e-08	7.13156	0.001	0	1e-08	7.56193	0.001
23 	599356	0.00575382	469132	729625	0.00450367	0.0070044	-4.54747e-13	1e-08	3.03982	0.001	4.96652	0.001	1.79647	0.001	8.32693	0.001
23 	600086	0.00576083	470046	730341	0.00451244	0.00701127	0.280008	0.0001	-2.27374e-13	1e-08	0.042094	0.0001	0.149514	0.0001	0.147397	0.0001
23 	598857	0.00574903	468739	729114	0.00449989	0.00699949	0.514977	0.0001	0.375316	0.0001	0.103264	0.0001	0.473043	0.0001	5.61887	0.001
23 	599460	0.00575482	469250	729491	0.0045048	0.00700311	1.29758	0.0001	0	1e-08	0.650024	0.0001	0.841846	0.0001	1.87066	0.0001
23 	597319	0.00573426	466796	726672	0.00448124	0.00697605	0	1e-08	0.151533	1e-05	2.67283	0.0001	0	1e-08	0.853827	0.0001
23 	601187	0.0057714	471217	731468	0.00452368	0.00702209	13.1624	0.001	1.35291	0.0001	25.8734	0.001	4.56408	0.0001	94.8855	0.01
23 	600821	0.00576788	470949	731019	0.00452111	0.00701778	17.4139	0.001	0	1e-08	10.6352	0.001	3.8279	0.001	19.6087	0.001
23 	600284	0.00576273	470091	730570	0.00451287	0.00701347	20.9278	0.001	0.153823	0.0001	15.4592	0.001	12.237	0.001	39.2746	0.01
23 	599932	0.00575935	469081	730001	0.00450318	0.00700801	17.9716	0.001	1.37571	0.0001	1.07084	0.0001	8.01426	0.001	2.97062	0.0001
23 	599645	0.00575659	469296	729820	0.00450524	0.00700627	4.14282	0.0001	0	1e-08	4.18949	0.0001	0.711758	0.0001	11.0629	0.001
23 	598561	0.00574619	468250	728527	0.0044952	0.00699386	19.8223	0.001	8.11995	0.001	6.99357	0.001	21.848	0.001	31.6738	0.001
23 	598639	0.00574693	468354	728870	0.0044962	0.00699715	61.6664	0.01	4.67467	0.001	7.88778	0.001	17.6782	0.001	23.7788	0.001
23 	598858	0.00574904	468662	728728	0.00449916	0.00699579	0	1e-08	0	1e-08	2.67219	0.0001	0	1e-08	8.26539	0.001
23 	599610	0.00575626	470283	729911	0.00451472	0.00700715	11.4083	0.001	1.50067e-11	1e-05	13.8517	0.001	-1.13687e-13	1e-08	19.8218	0.001
23 	598107	0.00574183	468650	728216	0.00449904	0.00699087	27.8937	0.01	1.7554	0.0001	1.56534	0.0001	13.1817	0.001	3.39737	0.0001
23 	598279	0.00574348	467946	729572	0.00449228	0.00700389	52.0293	0.01	1.22564	0.001	10.2055	0.001	12.5476	0.001	23.1563	0.01
23 	599087	0.00575124	468777	729341	0.00450026	0.00700167	-2.27374e-13	1e-08	0.0404847	1e-05	2.10473	0.0001	0.00315207	1e-05	0.807384	0.0001
23 	598185	0.00574258	468041	728198	0.00449319	0.0069907	5.1474e-08	0.0001	-2.27374e-13	1e-08	0	1e-08	1.54436e-07	0.0001	0	1e-08
23 	599043	0.00575081	468347	729251	0.00449613	0.00700081	18.9058	0.01	8.24564	0.001	4.44208	0.001	14.7512	0.001	11.6858	0.001
23 	601494	0.00577434	471129	731774	0.00452284	0.00702503	1.27459	0.001	-2.27374e-13	1e-08	0.326503	0.0001	1.01845	0.0001	1.22857	0.0001
23 	602666	0.00578559	472224	732920	0.00453335	0.00703603	6.61079e-07	1e-05	-2.27374e-13	1e-08	0	1e-08	0	1e-08	4.03309e-06	1e-05
23 	601368	0.00577313	471708	731966	0.0045284	0.00702687	0	1e-08	0.479933	0.0001	1.35376	0.0001	0	1e-08	0.702551	0.0001
23 	598236	0.00574307	467957	728342	0.00449239	0.00699208	0	1e-08	9.43602	0.001	0.323754	0.0001	9.25654	0.001	0	1e-08
23 	601220	0.00577171	470595	731120	0.00451771	0.00701875	0.96224	0.0001	0	1e-08	3.33388	0.0001	-1.13687e-13	1e-08	3.95289	0.001
23 	598083	0.0057416	467764	725982	0.00449053	0.00696943	54.6033	0.01	2.12345	0.0001	2.05306	0.0001	16.9584	0.001	19.9623	0.001
23 	599469	0.0057549	469366	729637	0.00450591	0.00700452	1.05449	0.0001	-2.27374e-13	1e-08	1.19598	0.001	0.650801	0.0001	10.9508	0.001
23 	600861	0.00576827	470817	731127	0.00451984	0.00701882	0.538611	0.0001	0.163387	0.0001	6.96261	0.001	0.484367	0.0001	11.6134	0.001
23 	601819	0.00577746	471614	732060	0.00452749	0.00702778	0	1e-08	0	1e-08	0	1e-08	0	1e-08	0	1e-08
23 	600717	0.00576688	470994	730988	0.00452154	0.00701748	5.83563	0.0001	-2.27374e-13	1e-08	5.27596	0.0001	2.01939	1e-05	11.6706	0.0001
23 	600708	0.0057668	470387	730988	0.00451572	0.00701748	9.66185	0.001	0	1e-08	10.7359	0.001	0	1e-08	23.7115	0.001
23 	598457	0.00574519	468272	728315	0.00449541	0.00699182	58.3294	0.01	7.27807	0.001	1.36025	0.001	22.8946	0.01	10.9072	0.001
23 	600000	0.00576	469774	730200	0.00450983	0.00700992	-4.54747e-13	1e-08	3.35093	0.0001	0.000186884	1e-05	1.58913	0.001	1.13687e-13	1e-08
23 	600428	0.00576411	470205	730865	0.00451397	0.0070163	8.61283	0.0001	0.196789	1e-05	4.33326	0.0001	5.27038	0.0001	17.6078	0.001
23 	597942	0.00574024	467561	728043	0.00448859	0.00698921	-6.82121e-13	1e-08	1.86082	0.0001	0	1e-08	-1.13687e-13	1e-08	0	1e-08
23 	597887	0.00573972	467670	728119	0.00448963	0.00698994	-2.27374e-13	1e-08	-2.27374e-13	1e-08	0	1e-08	0	1e-08	0	1e-08
23 	600359	0.00576345	470196	730435	0.00451388	0.00701218	-2.27374e-13	1e-08	-2.27374e-13	1e-08	0.0391034	0.0001	0	1e-08	0.351922	0.0001
23 	599620	0.00575635	468955	729893	0.00450197	0.00700697	13.2106	0.001	1.76028	0.0001	2.01636	0.0001	13.679	0.001	15.8762	0.001
23 	599800	0.00575808	469980	729920	0.00451181	0.00700723	17.5188	0.001	12.863	0.001	3.79868	0.001	19.0833	0.001	10.0051	0.001
23 	600684	0.00576657	470406	730752	0.0045159	0.00701522	-2.27374e-13	1e-08	2.22061	0.0001	1.80387	0.0001	0	1e-08	1.02877	0.0001
23 	598426	0.00574489	467957	728581	0.00449239	0.00699438	44.1712	0.01	0.796212	0.0001	4.24474	0.0001	7.07013	0.001	20.0065	0.001
23 	599232	0.00575263	469016	729428	0.00450255	0.00700251	-2.27374e-13	1e-08	0.757085	0.001	0.0331263	0.0001	2.91459	0.001	0.00812128	0.0001
23 	603454	0.00579316	473799	733807	0.00454847	0.00704455	9.10362	0.01	5.28467	0.001	2.14742	0.001	7.0976	0.001	5.89634	0.001
23 	599982	0.00575983	469944	730517	0.00451146	0.00701296	5.30573	0.0001	2.24381	0.0001	2.17807	0.0001	4.44676	0.0001	4.42664	0.0001
23 	600731	0.00576702	470715	731223	0.00451886	0.00701974	14.6922	0.001	1.05548	0.0001	0.486613	0.0001	1.41557	0.0001	11.0305	0.001
23 	598346	0.00574412	467859	728517	0.00449145	0.00699376	117.733	0.01	5.30828	0.001	15.4105	0.001	21.3191	0.001	98.7452	0.01
23 	598895	0.00574939	468786	729129	0.00450035	0.00699964	0.557082	0.0001	2.75048	0.001	0	1e-08	9.07803	0.001	0	1e-08
23 	597463	0.00573564	467093	727814	0.00448409	0.00698701	58.4	0.01	2.22898	0.001	2.58581	0.001	19.0458	0.01	15.0984	0.01
23 	601206	0.00577158	470862	731666	0.00452028	0.00702399	24.0342	0.01	1.25329	0.0001	3.20721	0.0001	7.03878	0.001	10.7485	0.001
23 	599396	0.0057542	469138	729255	0.00450372	0.00700085	-4.54747e-13	1e-08	0.626157	0.0001	0.106366	0.0001	0	1e-08	0.486766	0.0001
23 	602197	0.00578109	472263	732316	0.00453372	0.00703023	151.432	0.01	4.93333	0.001	4.7568	0.001	101.919	0.01	98.0205	0.01
23 	601059	0.00577017	470346	731372	0.00451532	0.00702117	0.0386901	1e-05	0	1e-08	3.19287	0.0001	0	1e-08	1.92443	0.0001
23 	601398	0.00577342	471361	731611	0.00452507	0.00702347	-2.27374e-13	1e-08	-2.27374e-13	1e-08	0	1e-08	0	1e-08	22.173	0.01
23 	597951	0.00574033	467503	728322	0.00448803	0.00699189	1.06315	1e-05	0	1e-08	5.13736	0.0001	0	1e-08	8.40055	0.0001
23 	600172	0.00576165	469793	730665	0.00451001	0.00701438	44.5185	0.01	3.23405	0.001	4.44415	0.001	6.32702	0.001	7.12453	0.001
23 	600421	0.00576404	470314	730657	0.00451501	0.00701431	1.50813	0.0001	2.27452	0.0001	0	1e-08	2.28284	0.0001	0	1e-08
23 	600387	0.00576372	470192	730308	0.00451384	0.00701096	-2.27374e-13	1e-08	-2.27374e-13	1e-08	0	1e-08	0	1e-08	0	1e-08
23 	599452	0.00575474	469219	729898	0.0045045	0.00700702	18.7449	0.001	3.65726	0.001	1.17624	0.0001	16.2477	0.001	9.26965	0.001
23 	598734	0.00574785	469119	729037	0.00450354	0.00699876	0.0762347	0.0001	0.0201201	0.0001	0	1e-08	10.2427	0.001	0	1e-08
23 	599750	0.0057576	469442	729949	0.00450664	0.00700751	4.84003	0.001	-2.27374e-13	1e-08	0	1e-08	1.79907	0.001	0	1e-08
23 	600326	0.00576313	470522	730433	0.00451701	0.00701216	50.8702	0.01	9.61211	0.001	5.68076	0.001	15.0439	0.001	13.3687	0.001
23 	599443	0.00575465	469041	729583	0.00450279	0.007004	0.101989	0.0001	0.0923493	0.0001	0	1e-08	0.187861	0.0001	0	1e-08
23 	600668	0.00576641	470689	730335	0.00451861	0.00701122	-2.27374e-13	1e-08	0.00669844	0.0001	0.176496	0.0001	0	1e-08	1.71323	0.001
23 	600469	0.0057645	470583	730459	0.0045176	0.00701241	9.70696	0.001	0.351863	0.0001	0.573941	0.0001	1.18475	0.0001	8.36163	0.001
23 	598924	0.00574967	468582	729306	0.00449839	0.00700134	17.8548	0.01	1.79851	0.0001	0.0380546	0.0001	47.0685	0.01	0.802451	0.0001
23 	600200	0.00576192	470480	730208	0.00451661	0.00701	60.6353	0.01	5.77572	0.001	5.9241	0.001	13.7531	0.001	28.9823	0.01
23 	600511	0.00576491	470355	730444	0.00451541	0.00701226	0.0263938	0.0001	0.362108	0.0001	-2.27374e-13	1e-08	0.251306	0.0001	0	1e-08
23 	599940	0.00575942	470194	730142	0.00451386	0.00700936	10.6974	0.001	3.86482	0.001	5.29216	0.001	7.59783	0.001	10.7603	0.001
23 	599394	0.00575418	469005	729615	0.00450245	0.0070043	0.117612	0.001	-2.27374e-13	1e-08	0.133177	0.0001	0	1e-08	0.135993	0.0001
23 	597261	0.00573371	467370	727466	0.00448675	0.00698367	-2.27374e-13	1e-08	3.36212	0.001	1.77861	0.0001	3.22154	0.001	1.44234e-06	1e-05
23 	599542	0.0057556	471252	729746	0.00452402	0.00700556	2.64504e-09	1e-06	2.79116	1e-05	16.8589	0.0001	0.539478	1e-05	11.8648	0.0001
23 	599732	0.00575743	469160	729845	0.00450394	0.00700651	77.0144	0.01	7.27437	0.001	1.85918	0.001	72.7347	0.01	58.6324	0.01
23 	601633	0.00577568	471531	731786	0.0045267	0.00702515	11.1236	0.01	1.02279	0.0001	5.14872	0.001	7.01669	0.001	12.0736	0.001
23 	599623	0.00575638	469266	729994	0.00450495	0.00700794	28.4654	0.001	3.4921	0.0001	3.97247	0.0001	7.03891	0.0001	15.0987	0.001
23 	602089	0.00578005	471813	732307	0.0045294	0.00703015	19.5312	0.001	3.09414	0.0001	0.0749014	1e-05	13.9294	0.001	11.0183	0.001
23 	600186	0.00576179	469843	730411	0.00451049	0.00701195	53.5227	0.01	1.77985	0.0001	1.69067	0.0001	46.2743	0.01	9.40504	0.001
23 	598477	0.00574538	468119	728458	0.00449394	0.0069932	53.6082	0.01	7.45926	0.001	0.0124558	0.0001	38.1816	0.01	3.30009	0.001
23 	600810	0.00576778	471075	730671	0.00452232	0.00701444	3.47979	0.0001	0.0447059	1e-05	2.87566	0.0001	0.0980412	0.0001	6.36484	0.0001
23 	601594	0.0057753	471011	732362	0.00452171	0.00703068	0	1e-08	0.00143068	1e-05	0.82579	0.0001	0	1e-08	0.731314	0.0001
23 	599485	0.00575506	469298	728983	0.00450526	0.00699824	18.224	0.001	0.745711	0.001	9.0739	0.001	13.568	0.001	19.7644	0.001
23 	600614	0.00576589	470128	730365	0.00451323	0.0070115	5.48488	0.001	3.81764	0.001	0	1e-08	10.9886	0.001	0	1e-08
23 	597951	0.00574033	467589	727967	0.00448885	0.00698848	6.58603	0.001	1.04258	0.001	0.0799518	0.0001	5.61619	0.001	2.96622	0.001
23 	600975	0.00576936	471434	731055	0.00452577	0.00701813	-2.27374e-13	1e-08	-2.27374e-13	1e-08	2.88559	0.001	0	1e-08	5.51265	0.001
23 	599948	0.0057595	469769	730364	0.00450978	0.00701149	9.63546	0.001	0.545278	0.0001	3.74064	0.001	2.78982	0.001	16.3289	0.001
